id,nome,rua,bairro,cidade,estado
quality-i,Quality I,Avenida Miguel Antônio Fernandes,Recreio dos Bandeirantes,Rio de Janeiro,RJ
quality-ii,Quality II,Av. Miguel Antônio Fernandes,Recreio dos Bandeirantes,Rio de Janeiro,RJ
queen-anne,Queen Anne,Avenida Ayrton Senna,Barra da Tijuca,Rio de Janeiro,RJ
queen-christina,Queen Christina,R. Des. João Claudino de Oliveira e Cruz,Barra da Tijuca,Rio de Janeiro,RJ
queen-elizabeth,Queen Elizabeth,Avenida Lúcio Costa,Barra da Tijuca,Rio de Janeiro,RJ
queen-mary,Queen Mary,Av. Ayrton Senna,Barra da Tijuca,Rio de Janeiro,RJ
queen-victoria,Queen Victória,Rua Desembargador João Claudino de Oliveira e Cruz,Barra da Tijuca,Rio de Janeiro,RJ
quinta-do-lago,Quinta do Lago,Rod. Br-040,Itaipava,Rio de Janeiro,RJ
quintas-do-peninsula,Quintas do Península,Avenida João Cabral de Mello Neto,Barra da Tijuca,Rio de Janeiro,RJ
quintas-do-pontal,Quintas do Pontal,Estr. do Pontal,Recreio dos Bandeirantes,Rio de Janeiro,RJ
quintas-do-rio,Quintas do Rio,Av. Rachel de Queiroz,Barra da Tijuca,Rio de Janeiro,RJ
ramada-hotel-suites,Ramada Hotel & Suítes,Av. das Américas,Barra da Tijuca,Rio de Janeiro,RJ
recreio-quality-iii,Recreio Quality III,Avenida Tim Maia,Recreio dos Bandeirantes,Rio de Janeiro,RJ
regiao-das-glebas,Região das Glebas,Rua Vitorino Fernandes,Recreio dos Bandeirantes,Rio de Janeiro,RJ
reserva-das-aroeiras,Reserva Das Aroeiras,Rua das Aroeiras,Bracuí,Rio de Janeiro,RJ
reserva-de-itauna,Reserva de Itaúna,Av. Luís Aranha,Barra da Tijuca,Rio de Janeiro,RJ
reserva-do-itanhanga,Reserva do Itanhangá,Estrada da Barra da Tijuca,Itanhangá,Rio de Janeiro,RJ
reserva-do-mar,Reserva do Mar,Avenida Lúcio Costa,Recreio dos Bandeirantes,Rio de Janeiro,RJ
reserva-do-parque,Reserva do Parque,Avenida Vice-Presidente José Alencar,Barra Olímpica,Rio de Janeiro,RJ
reserva-jardim,Reserva Jardim,Av. Vice Pres. José Alencar,Barra Olímpica,Rio de Janeiro,RJ
reserva-pontal-beach,Reserva Pontal Beach,Estrada do Pontal,Recreio dos Bandeirantes,Rio de Janeiro,RJ
residencial-bretanha,Residencial Bretanha,Rua Mário Agostinelli,Barra Olímpica,Rio de Janeiro,RJ
residencial-claude-monet,Residencial Claude Monet,Rua Claude Monet,Recreio dos Bandeirantes,Rio de Janeiro,RJ
residencial-do-lago,Residencial do Lago,Estrada Clube do Lago,Posse,Rio de Janeiro,RJ
residencial-life,Residencial Life,Rua Silvia Pozzano,Recreio dos Bandeirantes,Rio de Janeiro,RJ
residencial-omega,Residencial Omega,Rua Joaquim Moreira Neves,Recreio dos Bandeirantes,Rio de Janeiro,RJ
residencial-praia-da-barra,Residencial Praia da Barra,Av. Lúcio Costa,Barra da Tijuca,Rio de Janeiro,RJ
residencial-provence,Residencial Provence,Rua Mário Agostinelli,Barra Olímpica,Rio de Janeiro,RJ
residencial-sagrada-familia,Residencial Sagrada Família,Avenida Aldemir Martins,Recreio dos Bandeirantes,Rio de Janeiro,RJ
residencial-sardenha,Residencial Sardenha,Rua Alfredo Ceschiatti,Barra Olímpica,Rio de Janeiro,RJ
residencial-sicilia,Residencial Sicília,Rua Mário Agostinelli,Barra Olímpica,Rio de Janeiro,RJ
residencial-tangares,Residencial Tangarás,Estrada do Solar Renan,Posse,Rio de Janeiro,RJ
residencial-verona,Residencial Verona,Rua Alfredo Ceschiatti,Barra Olímpica,Rio de Janeiro,RJ
residencial-villa-do-mar,Residencial Villa do Mar,R. Orígenes Lessa,Recreio dos Bandeirantes,Rio de Janeiro,RJ
residencial-vitoria,Residencial Vitória,Rua Mário Covas Junior,Barra da Tijuca,Rio de Janeiro,RJ
residencias-do-sol,Residências do Sol,Rua Sylvio da Rocha Pollis,Barra da Tijuca,Rio de Janeiro,RJ
rio-2,Rio 2,Rua Alfredo Ceschiatti,Barra Olímpica,Rio de Janeiro,RJ
rio-hotel-residencia,Rio Hotel Residência,Av. Lúcio Costa,Barra da Tijuca,Rio de Janeiro,RJ
rio-mar,Rio Mar,Av. Rosauro Estelita,Barra da Tijuca,Rio de Janeiro,RJ
rio-office-park,Rio Office Park,Rua Victor Civita,Barra da Tijuca,Rio de Janeiro,RJ
riserva-golf,Riserva Golf,Avenida das Américas,Barra da Tijuca,Rio de Janeiro,RJ
riserva-uno,Riserva Uno,Avenida das Américas,Barra da Tijuca,Rio de Janeiro,RJ
riviera-center,Riviera Center,Av. das Américas,Barra da Tijuca,Rio de Janeiro,RJ
riviera-dei-fiori,Riviera Dei Fiori,Av. Pref. Dulcídio Cardoso,Barra da Tijuca,Rio de Janeiro,RJ
riviera-del-sol,Riviera Del Sol,Estrada Vereador Alceu de Carvalho,Recreio dos Bandeirantes,Rio de Janeiro,RJ
roland-garros,Roland Garros,Avenida Senador Danton Jobim,Barra da Tijuca,Rio de Janeiro,RJ
rosa-do-sol,Rosa do Sol,Av. Pref. Dulcídio Cardoso,Barra da Tijuca,Rio de Janeiro,RJ
rosa-dos-mares,Rosa dos Mares,Av. Marechal Henrique Lott,Barra da Tijuca,Rio de Janeiro,RJ
rosa-dos-ventos,Rosa dos Ventos,Av. Marechal Henrique Lott,Barra da Tijuca,Rio de Janeiro,RJ
rosa-maior,Rosa Maior,Av. Pref. Dulcídio Cardoso,Barra da Tijuca,Rio de Janeiro,RJ
rosa-viva,Rosa Viva,Avenida Jornalista Ricardo Marinho,Barra da Tijuca,Rio de Janeiro,RJ
rosas-da-barra,Rosas da Barra,Avenida Prefeito Dulcídio Cardoso,Barra da Tijuca,Rio de Janeiro,RJ
round-decks,Round Decks,Av. Tim Maia,Recreio dos Bandeirantes,Rio de Janeiro,RJ
royal-barravai,Royal Barravaí,Avenida Grande Canal,Barra da Tijuca,Rio de Janeiro,RJ
royal-blue,Royal Blue,Av. das Américas,Barra da Tijuca,Rio de Janeiro,RJ
royal-green,Royal Green,Av. das Acácias da Península,Barra da Tijuca,Rio de Janeiro,RJ
saint-barth,Saint Barth,R. Bromélia,Barra da Tijuca,Rio de Janeiro,RJ
saint-george,Saint George,R. Cel. Paulo Malta Rezende,Barra da Tijuca,Rio de Janeiro,RJ
saint-germain,Saint Germain,Rua Coronel Paulo Malta Rezende,Barra da Tijuca,Rio de Janeiro,RJ
saint-gothard,Saint Gothard,R. Cel. Paulo Malta Rezende,Barra da Tijuca,Rio de Janeiro,RJ
saint-martin,Saint Martin,Av. das Américas,Barra da Tijuca,Rio de Janeiro,RJ
saint-michel,Saint Michel,Av. Gláucio Gil,Barra da Tijuca,Rio de Janeiro,RJ
saint-tropez,Saint Tropez,Av. das Américas,Barra da Tijuca,Rio de Janeiro,RJ
santa-barbara,Santa Bárbara,Av. das Américas,Barra da Tijuca,Rio de Janeiro,RJ
santa-cecilia,Santa Cecília,Av. das Américas,Barra da Tijuca,Rio de Janeiro,RJ
santa-clara,Santa Clara,Av. Canal de Marapendi,Barra da Tijuca,Rio de Janeiro,RJ
santa-monica,Santa Mônica,Av. Armando Lombardi,Barra da Tijuca,Rio de Janeiro,RJ
santa-rosa,Santa Rosa,Av. das Américas,Barra da Tijuca,Rio de Janeiro,RJ
sardenha,Sardenha,Av. Lucio Costa,Barra da Tijuca,Rio de Janeiro,RJ
sea-side,Sea Side,Av. Lúcio Costa,Barra da Tijuca,Rio de Janeiro,RJ
sheraton-barra,Sheraton Barra,Av. Lúcio Costa,Barra da Tijuca,Rio de Janeiro,RJ
skypark,Skypark,Av. das Américas,Barra da Tijuca,Rio de Janeiro,RJ
sofitel-jequitimar,Sofitel Jequitimar,Av. Alm. Tamandaré,Guarujá,São Paulo,SP
solar-das-orquideas,Solar das Orquídeas,Estr. do Itanhangá,Itanhangá,Rio de Janeiro,RJ
solar-do-bosque,Solar do Bosque,R. Luciano de Freitas,Barra da Tijuca,Rio de Janeiro,RJ
solar-do-campo,Solar do Campo,R. Gastão Sengés,Barra da Tijuca,Rio de Janeiro,RJ
solar-do-pontal,Solar do Pontal,Estr. do Pontal,Recreio dos Bandeirantes,Rio de Janeiro,RJ
solar-dos-girassois,Solar dos Girassóis,Estr. do Itanhangá,Itanhangá,Rio de Janeiro,RJ
solar-maggiore,Solar Maggiore,Av. das Américas,Barra da Tijuca,Rio de Janeiro,RJ
solaris,Solaris,Av. Lúcio Costa,Barra da Tijuca,Rio de Janeiro,RJ
splendor,Splendor,Av. das Américas,Barra da Tijuca,Rio de Janeiro,RJ
splendy-home-residence,Splendy Home Residence,Av. das Américas,Barra da Tijuca,Rio de Janeiro,RJ
spot-offices,Spot Offices,Av. das Américas,Barra da Tijuca,Rio de Janeiro,RJ
stadium-offices,Stadium Offices,Av. Embaixador Abelardo Bueno,Jacarepaguá,Rio de Janeiro,RJ
summer-coast,Summer Coast,Av. Tim Maia,Recreio dos Bandeirantes,Rio de Janeiro,RJ
summer-dream,Summer Dream,Av. Guilherme de Almeida,Recreio dos Bandeirantes,Rio de Janeiro,RJ
summer-resort,Summer Resort,Av. Tim Maia,Recreio dos Bandeirantes,Rio de Janeiro,RJ
sunbright,Sunbright,Av. das Américas,Barra da Tijuca,Rio de Janeiro,RJ
sunrise-bay,Sunrise Bay,R. Prof. Motta Maia,Recreio dos Bandeirantes,Rio de Janeiro,RJ
terrazas-rio-oceano,Terrazas Rio Oceano,Av. Lúcio Costa,Barra da Tijuca,Rio de Janeiro,RJ
the-one,The One,Av. das Américas,Barra da Tijuca,Rio de Janeiro,RJ
theda-vilas,Theda Vilas,Estr. do Pontal,Recreio dos Bandeirantes,Rio de Janeiro,RJ
tide-recreio,Tide Recreio,R. Prof. Motta Maia,Recreio dos Bandeirantes,Rio de Janeiro,RJ
tijuca-all-suites,Tijuca All Suítes,R. Dr. Satamini,Tijuca,Rio de Janeiro,RJ
tijuca-palace-hotel,Tijuca Palace Hotel,Av. Teixeira de Castro,Tijuca,Rio de Janeiro,RJ
tivoli,Tivoli,Av. das Américas,Barra da Tijuca,Rio de Janeiro,RJ
top-view-office,Top View Office,Av. das Américas,Barra da Tijuca,Rio de Janeiro,RJ
torre-alvorada,Torre Alvorada,Av. das Américas,Barra da Tijuca,Rio de Janeiro,RJ
torre-praia-linda,Torre Praia Linda,Av. Lúcio Costa,Barra da Tijuca,Rio de Janeiro,RJ
torre-suica,Torre Suíça,Av. das Américas,Barra da Tijuca,Rio de Janeiro,RJ
torre-sul,Torre Sul,Av. das Américas,Barra da Tijuca,Rio de Janeiro,RJ
trump-towers,Trump Towers,Av. Tim Maia,Recreio dos Bandeirantes,Rio de Janeiro,RJ
uprise-offices,Uprise Offices,Av. das Américas,Barra da Tijuca,Rio de Janeiro,RJ
varanda-do-rio,Varanda do Rio,Av. Gastão Sengés,Barra da Tijuca,Rio de Janeiro,RJ
ventura,Ventura,Av. das Américas,Barra da Tijuca,Rio de Janeiro,RJ
via-park-offices,Via Park Offices,Av. das Américas,Barra da Tijuca,Rio de Janeiro,RJ
vianna-do-castelo,Vianna do Castelo,Av. das Américas,Barra da Tijuca,Rio de Janeiro,RJ
vida-boa,Vida Boa,Estrada do Gabinal,Jacarepaguá,Rio de Janeiro,RJ
vieira-souto-500,Vieira Souto 500,Av. Vieira Souto,Ipanema,Rio de Janeiro,RJ
vila-bela,Vila Bela,Av. das Américas,Barra da Tijuca,Rio de Janeiro,RJ
vila-blue,Vila Blue,R. Diógenes Sampaio,Recreio dos Bandeirantes,Rio de Janeiro,RJ
vila-da-barra,Vila da Barra,Av. das Américas,Barra da Tijuca,Rio de Janeiro,RJ
vila-da-peninsula,Vila da Península,Av. João Cabral de Mello Neto,Barra da Tijuca,Rio de Janeiro,RJ
vila-das-flores,Vila das Flores,R. Claude Monet,Recreio dos Bandeirantes,Rio de Janeiro,RJ
vila-do-bosque,Vila do Bosque,R. Luciano de Freitas,Barra da Tijuca,Rio de Janeiro,RJ
vila-do-lago,Vila do Lago,Estr. do Itanhangá,Itanhangá,Rio de Janeiro,RJ
vila-mar,Vila Mar,Av. Lúcio Costa,Barra da Tijuca,Rio de Janeiro,RJ
vila-nova,Vila Nova,Av. das Américas,Barra da Tijuca,Rio de Janeiro,RJ
vilas-do-atlantico,Vilas do Atlântico,Av. Genaro de Carvalho,Recreio dos Bandeirantes,Rio de Janeiro,RJ
village-rio-das-pedras,Village Rio das Pedras,Estr. do Pontal,Recreio dos Bandeirantes,Rio de Janeiro,RJ
villaggio-barra,Villaggio Barra,Av. das Américas,Barra da Tijuca,Rio de Janeiro,RJ
vintage-way-office,Vintage Way Office,Av. das Américas,Barra da Tijuca,Rio de Janeiro,RJ
viver-barra,Viver Barra,Av. das Américas,Barra da Tijuca,Rio de Janeiro,RJ
volare-offices,Volare Offices,Av. das Américas,Barra da Tijuca,Rio de Janeiro,RJ
waterfront-experience,Waterfront Experience,Av. Lucio Costa,Barra da Tijuca,Rio de Janeiro,RJ
waterways,Waterways,Av. das Américas,Barra da Tijuca,Rio de Janeiro,RJ
wembley,Wembley,Av. Lúcio Costa,Barra da Tijuca,Rio de Janeiro,RJ
west-living,West Living,Av. das Américas,Barra da Tijuca,Rio de Janeiro,RJ
windsor-barra,Windsor Barra,Av. Lúcio Costa,Barra da Tijuca,Rio de Janeiro,RJ
windsor-marapendi,Windsor Marapendi,Av. do Pepê,Barra da Tijuca,Rio de Janeiro,RJ
windsor-oceânico,Windsor Oceânico,Rua Martinho de Mesquita,Barra da Tijuca,Rio de Janeiro,RJ
woods-park,Woods Park,Av. das Américas,Barra da Tijuca,Rio de Janeiro,RJ
yacht-bay,Yacht Bay,R. Desembargador João Claudino de Oliveira e Cruz,Barra da Tijuca,Rio de Janeiro,RJ
yacht-peninsula,Yacht Península,Av. dos Flamboyants,Barra da Tijuca,Rio de Janeiro,RJ
yoo2-rio,Yoo2 Rio,Praia de Botafogo,Botafogo,Rio de Janeiro,RJ
zurich,Zurich,Av. das Américas,Barra da Tijuca,Rio de Janeiro,RJ
